Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S05736800015,05/25/2012,2597,Hy-Vee Food Store / Cherokee,1300 N. SECOND,CHEROKEE,51012,POINT (-95.552585 42.765259),18,Cherokee,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,5.23,7.84,12,94.08,9.00,2.38
S23620100096,01/21/2015,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,Polk,1012200,SCOTCH WHISKIES,305,MHW Ltd,4796,Cutty Sark Scotch,12,750,10.02,15.03,4,60.12,3.00,0.79
S19687100104,06/23/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1012100,CANADIAN WHISKIES,971,"Hood River Distillers, Inc.",14208,Pendleton 1910,6,750,20.00,30.00,2,60.00,1.50,0.40
S05755000004,05/29/2012,4021,Wal-Mart 0985 / Fairfield,2701 W BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.993721 41.006375),51,Jefferson,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19026,Jim Beam Black,12,750,13.12,19.68,12,236.16,9.00,2.38
S09167100045,11/27/2012,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,POINT (-92.09922100000001 42.847479),09,Bremer,1081365,TROPICAL FRUIT SCHNAPPS,65,Jim Beam Brands,82857,Dekuyper Island Punch Pucker,12,1000,7.35,11.02,1,11.02,1.00,0.26
S07896600018,09/24/2012,4678,Fareway Stores #124 / Adel,804 NILE KINNICK DR,ADEL,50003,POINT (-94.01679600000001 41.61025),25,Dallas,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.58,11.37,6,68.22,10.50,2.77
S13591200063,07/29/2013,3907,Smokin' Joe's #16 Tobacco and Liquor,1504 PARK AVE,MUSCATINE,52761,POINT (-91.030569 41.442458),70,Muscatine,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,1,44.58,3.00,0.79
S14835100031,09/30/2013,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,POINT (-91.704567 41.296576),92,Washington,1081200,CREAM LIQUEURS,260,Diageo Americas,68036,Bailey's Original Irish Cream,12,750,13.00,19.49,4,77.96,3.00,0.79
S23223300088,12/29/2014,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,,52,Johnson,1031100,100 PROOF VODKA,260,Diageo Americas,39866,Smirnoff Vodka 100 Prf,12,750,8.75,13.13,3,39.39,2.25,0.59
S08358000012,10/16/2012,3972,Hometown Foods / Hubbard,210 MAPLE ST BOX 295,HUBBARD,50122,POINT (-93.302481 42.305571),42,Hardin,1051140,PEACH BRANDIES,434,Luxco-St Louis,56206,Paramount Peach Flavored Brandy,12,750,5.47,8.21,3,24.63,2.25,0.59
S19110200169,05/22/2014,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77,Polk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12.00,3.17
S21676500010,10/08/2014,3698,Ingersoll Wine Merchants,1300  50TH ST,WEST DES MOINES,50266,POINT (-93.771159 41.590871),77,Polk,1081380,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84170,99 Bananas,12,750,7.80,11.70,3,35.10,2.25,0.59
S06798800091,07/26/2012,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1062300,FLAVORED RUM,260,Diageo Americas,43226,Captain Morgan Parrot Bay Passion Fruit,12,750,7.49,11.23,2,22.46,1.50,0.40
S16959000003,01/21/2014,3969,"R 'n D's Liquor, Llc",205 NE 6TH ST,GREENFIELD,50849,POINT (-94.45329 41.306142),01,Adair,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22155,Wild Turkey 101 Round,12,375,6.00,8.99,12,107.88,4.50,1.19
S27640200008,09/01/2015,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,POINT (-92.67556000000002 43.066993),34,Floyd,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,9.18,13.77,6,82.62,10.50,2.77
S19273900038,06/02/2014,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,POINT (-93.034296 41.69916),50,Jasper,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80576,Arrow Peppermint Schnapps,12,750,3.42,5.13,3,15.39,2.25,0.59
S25082600016,04/15/2015,4973,Quillins Quality Foods West Union,"303, HWY 150 N",WEST UNION,52175,POINT (-91.814402 42.965065),33,Fayette,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19476,Maker's Mark,12,750,16.79,25.19,3,75.57,2.25,0.59
S04750900055,03/27/2012,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77,Polk,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81196,Paramount Peppermint Schnapps Traveler,12,750,3.70,5.55,12,66.60,9.00,2.38
S18691900012,04/30/2014,4914,Prime Mart / Center St,2728 CENTER ST,CEDAR FALLS,50613,POINT (-92.455972 42.561054),07,Black Hawk,1031080,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,1.93,2.89,24,69.36,9.00,2.38
S24384700045,03/05/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,72,1133.28,72.00,19.02
S13625500056,07/30/2013,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21,Clay,1012200,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,1750,11.18,16.76,6,100.56,10.50,2.77
S09758300098,12/28/2012,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,POINT (-91.518868 41.676095),52,Johnson,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,35,"Bacardi U.S.A., Inc.",64336,B&b D.o.m.,12,750,18.33,27.99,1,27.99,0.75,0.20
S24399900019,03/09/2015,3811,Wal-Mart 1431 / Keokuk,300 NORTH PARK DR,KEOKUK,52632,POINT (-91.407263 40.418589),56,Lee,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S06130100281,06/19/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA         .,64776,Cointreau Liqueur,12,750,23.31,34.96,2,69.92,1.50,0.40
S06490600024,07/10/2012,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33,Fayette,1081015,IMPORTED AMARETTO,130,Disaronno International LLC,64136,Disaronno Amaretto,12,750,13.33,19.99,4,79.96,3.00,0.79
S08434900093,10/18/2012,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1012200,SCOTCH WHISKIES,260,Diageo Americas,5326,Johnnie Walker Black,12,750,20.00,29.99,3,89.97,2.25,0.59
S09899500071,01/07/2013,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,7.97,11.95,4,47.80,3.00,0.79
S23158900039,12/23/2014,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,POINT (-93.439899 42.009797),85,Story,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24456,Kessler Blend Whiskey,12,750,5.51,8.27,2,16.54,1.50,0.40
S03689600044,01/23/2012,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,POINT (-94.013374 41.336405),61,Madison,1031080,VODKA 80 PROOF,260,Diageo Americas,37418,Popov Vodka 80 Prf,6,1750,8.49,12.74,1,12.74,1.75,0.46
S23753800045,01/29/2015,2806,Osco #881 / Clinton,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,Clinton,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31666,Paramount Gin Traveler,12,750,3.40,5.10,12,61.20,9.00,2.38
S04528000026,03/13/2012,3451,Barnes Foodland,622 10TH ST,DEWITT,52742,POINT (-90.540132 41.825139),23,Clinton,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,6.49,9.74,6,58.44,10.50,2.77
S27241600031,08/12/2015,4652,Brady Mart Food & Liquor,"3107, BRADY ST",DAVENPORT,52803,POINT (-90.569719 41.55216),82,Scott,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40599,New Amsterdam Red Berry,12,750,6.90,10.35,12,124.20,9.00,2.38
S15299100002,10/23/2013,4536,Casey's General Store #2420 / Dubuqu,2699 ROCKDALE,DUBUQUE,52003,POINT (-90.678368 42.455083),31,Dubuque,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S23083800010,12/19/2014,3838,Schnucks / Bettendorf,858 MIDDLE RD,BETTENDORF,52722,POINT (-90.520013 41.539421),48,Iowa,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28,9.00,2.38
S19657200001,06/19/2014,3877,Target Store T-2041 / Des Moines,5901 DOUGLAS AVE,DES MOINES,50322,POINT (-93.699209 41.629529),77,Polk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08,9.00,2.38
S17883100025,03/13/2014,4320,Fareway Stores #470 / Perry,1315 WILLIS AVE,PERRY,50220,POINT (-94.103123 41.838522),08,Boone,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,8.92,13.38,2,26.76,3.50,0.92
S21414500018,09/24/2014,3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1",NEVADA,50201,POINT (-93.452277 42.019292),85,Story,1012300,IRISH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",15940,Tullamore Dew Irish Whisky,12,750,14.38,21.57,2,43.14,1.50,0.40
S11073600042,03/13/2013,3747,T-N-T Liquor,110 SOUTH MAIN,SIGOURNEY,52591,POINT (-92.20510500000002 41.333293),54,Keokuk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52146,Christian Bros Brandy Traveler,12,750,5.91,8.87,3,26.61,2.25,0.59
S04034300004,02/13/2012,4173,L and K Liquor,132 NORTH MAIN ST PO BOX 306,PAULLINA,51046,POINT (-95.687686 42.979946),71,O'Brien,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,11.58,17.37,12,208.44,9.00,2.38
S28073000011,09/23/2015,5050,Fareway Stores #147 / Carlisle,"1115, BLUESTEM DR",CARLISLE,50047,POINT (-93.499634 41.49794500000001),91,Warren,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81206,Paramount Peppermint Schnapps,12,750,3.71,5.57,3,16.71,2.25,0.59
S03618800012,01/17/2012,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,POINT (-94.853591 42.064155),14,Carroll,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,11.54,17.31,12,207.72,12.00,3.17
S08079500005,10/03/2012,4319,Fareway Stores #703 / Humbolt,710 FIRST AVE N,HUMBOLDT,50548,POINT (-94.218699 42.722165),46,Humboldt,1081317,GRAPE SCHNAPPS,65,Jim Beam Brands,82636,Dekuyper Grape Pucker Schnapps,12,750,5.30,8.45,12,101.40,9.00,2.38
S09511200043,12/17/2012,4183,Fareway Stores #589 / Decorah,103 E MAIN,DECORAH,52101,POINT (-91.785286 43.303291),96,Winneshiek,1081200,CREAM LIQUEURS,260,Diageo Americas,74086,Godiva Liqueur,12,750,17.00,25.49,1,25.49,0.75,0.20
S27845200059,09/14/2015,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1032200,IMPORTED VODKA - MISC,277,Stoli Group,34871,Stolichnaya Razberi Vodka 75 Proof,12,1000,15.97,23.96,24,575.04,24.00,6.34
S04271900028,02/27/2012,4109,Best Trip,1516 SE 1ST,DES MOINES,50315,POINT (-93.613469 41.57592900000001),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.44,14.16,3,42.48,2.25,0.59
S18041500068,03/24/2014,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,Pottawattamie,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,17.75,26.62,120,3194.40,210.00,55.48
S07692000010,09/12/2012,3825,Shop N Save #2 / E 14th,1372 E 14TH ST,DES MOINES,50316,POINT (-93.600499 41.604893),77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,41796,Smirnoff Raspberry Vodka,12,750,7.96,11.94,12,143.28,9.00,2.38
S07644400116,09/10/2012,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,POINT (-92.429331 42.512766),07,Black Hawk,1022100,TEQUILA,205,E AND J GALLO WINERY,87643,Familia Camarena Silver,12,750,9.99,14.99,2,29.98,1.50,0.40
S23644500040,01/22/2015,5093,Cody Mart,1220 N CODY RD,LE CLAIRE,52753,POINT (-90.34429 41.611036),82,Scott,1041150,FLAVORED GINS,370,Pernod Ricard USA/Austin Nichols,33256,Seagrams Lime Twisted Gin,12,750,6.49,9.74,3,29.22,2.25,0.59
S19709400004,06/24/2014,4700,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,POINT (-92.795137 42.753203),12,Butler,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,6.25,9.49,12,113.88,9.00,2.38
S13170400006,07/03/2013,2559,Hy-Vee Food Store / Albia,301 HWY. 34 WEST,ALBIA,52531,POINT (-92.810772 41.015469),68,Monroe,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.13,10.70,6,64.20,10.50,2.77
S05752600119,05/29/2012,2624,Hy-Vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,POINT (-90.741064 42.516633),31,Dubuque,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52595,E & J Vs Brandy Travelers,12,750,5.51,8.26,12,99.12,9.00,2.38
S28785100020,11/02/2015,3934,Wal-Mart 1509 / Maquoketa,103 E CARLISLE,MAQUOKETA,52060,POINT (-90.66292 42.04869),49,Jackson,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.20,10.80,18,194.40,31.50,8.32
S09279900051,12/04/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1081700,DISTILLED SPIRITS SPECIALTY,259,Heaven Hill Brands,73702,Evan Williams Honey,12,750,7.94,11.91,12,142.92,9.00,2.38
S24416100046,03/09/2015,2535,Hy-Vee Food Store #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,Polk,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.20,12.30,6,73.80,10.50,2.77
S25608100005,05/12/2015,4319,Fareway Stores #703 / Humbolt,710 FIRST AVE N,HUMBOLDT,50548,POINT (-94.218699 42.722165),46,Humboldt,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86918,Southern Comfort 100 Prf,6,1750,23.27,34.91,6,209.46,10.50,2.77
S19831000089,06/30/2014,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,,32,Emmet,1022100,TEQUILA,260,Diageo Americas,89154,Don Julio Reposado,6,750,28.50,42.75,1,42.75,0.75,0.20
S18472900041,04/16/2014,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,Wapello,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.31,4.97,12,59.64,9.00,2.38
S27124100004,08/04/2015,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.00,2.38
S08855800014,11/08/2012,4827,Sauce,108 E COLLEGE ST,IOWA CITY,52240,POINT (-91.533522 41.658979),52,Johnson,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),12,1000,15.00,22.49,12,269.88,12.00,3.17
S27497400170,08/24/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1022100,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,27.00,40.50,72,2916.00,54.00,14.27
S12640100009,06/06/2013,2844,CVS Pharmacy #8547 / Iowa City,2425 MUSCATINE AVE,IOWA CITY,52240,POINT (-91.50008800000002 41.649547),52,Johnson,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.24,7.87,24,188.88,4.80,1.27
S06313400064,06/28/2012,4295,Nat Food Mart #1 / Hubbell,3804 HUBBELL,DES MOINES,50317,POINT (-93.541351 41.630849),77,Polk,1022100,TEQUILA,969,Aveniu Brands,87946,Kah Blanco Tequila,6,750,24.83,37.25,1,37.25,0.75,0.20
S17617000006,02/26/2014,3682,Jumbo's,110 E MAIN ST,WESLEY,50483,POINT (-93.990256 43.088341),55,Kossuth,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.00,14.99,12,179.88,12.00,3.17
S16752500043,01/09/2014,4269,Tipton Family Foods,610 CEDAR ST,TIPTON,52772,POINT (-91.128389 41.771753),16,Cedar,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.50,11.24,4,44.96,3.00,0.79
S09476600035,12/13/2012,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,POINT (-93.610343 42.017115),85,Story,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.20,10.79,12,129.48,21.00,5.55
S09453400066,12/12/2012,3650,"Spirits, Stogies and Stuff",118 South Main St.,HOLSTEIN,51025,POINT (-95.544794 42.488704),47,Ida,1031080,VODKA 80 PROOF,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,7.96,11.94,3,35.82,2.25,0.59
S05361200051,05/03/2012,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1022100,TEQUILA,434,Luxco-St Louis,89386,Juarez Tequila Gold,12,750,6.29,9.43,12,113.16,9.00,2.38
S11433300005,04/03/2013,3779,"Station Wine and Spirits, T",2324 N 15TH ST,FORT DODGE,50501,POINT (-94.177993 42.529612),94,Webster,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,14.66,21.99,6,131.94,10.50,2.77
S23926100001,02/09/2015,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1081200,CREAM LIQUEURS,260,Diageo Americas,68031,Bailey's Original Irish Cream Minis,4,1000,25.25,37.88,4,151.52,4.00,1.06
S06772500008,07/26/2012,4403,KUM & GO #4098 / WINDSOR HEIGHTS,7229 Universty Ave,Windsor Heights,50311,,77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.25,4.88,6,29.28,4.50,1.19
S29303200185,11/24/2015,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77,Polk,1081200,CREAM LIQUEURS,260,Diageo Americas,68039,Bailey's Original Irish Cream,4,2400,28.71,43.07,4,172.28,9.60,2.54
S22338600031,11/12/2014,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1041100,AMERICAN DRY GINS,380,Phillips Beverage Company,31719,Phillips Gin,12,1000,4.38,6.57,24,157.68,24.00,6.34
S19969200017,07/08/2014,4700,J & C Grocery / Allison,"306, N MAIN",ALLISON,50602,POINT (-92.795137 42.753203),12,Butler,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45274,Paramount White Rum,24,375,2.96,4.44,4,17.76,1.50,0.40
S22544500017,11/22/2014,4608,Casey's General Store #3050 / Counci,"510, 23rd AVE",COUNCIL BLUFFS,51503,POINT (-95.85248 41.23931),78,Pottawattamie,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19064,Jim Beam,24,375,4.76,7.14,2,14.28,0.75,0.20
S12712700008,06/11/2013,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,POINT (-90.666497 42.49721900000001),31,Dubuque,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21598,Ten High,6,1750,9.23,13.85,12,166.20,21.00,5.55
S13946700031,08/21/2013,3447,Sam's Club 6432 / Sioux City,4201 S. YORK ST.,SIOUX CITY,51106,POINT (-96.37082 42.43407),97,Woodbury,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27544,Red Stag By Jim Beam,12,750,11.02,16.54,12,198.48,9.00,2.38
S25717200107,05/19/2015,3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,POINT (-92.579446 41.985985),86,Tama,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19061,Jim Beam Mini,12,500,6.83,10.25,2,20.50,1.00,0.26
S16762000013,01/09/2014,4190,Fareway Stores #888 / Jefferson,1207 N ELM ST,JEFFERSON,50129,POINT (-94.377667 42.026833),37,Greene,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,12.99,19.49,3,58.47,2.25,0.59
S15897400027,11/22/2013,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,POINT (-91.60978 41.976835),57,Linn,1012200,SCOTCH WHISKIES,305,MHW Ltd,4936,Famous Grouse Scotch,12,750,13.00,19.50,2,39.00,1.50,0.40
S10582500159,02/13/2013,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,10.50,15.75,4,63.00,7.00,1.85
S09004100025,11/16/2012,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,POINT (-92.67556000000002 43.066993),34,Floyd,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.15,22.72,12,272.64,12.00,3.17
S12274000027,05/16/2013,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,POINT (-91.605094 42.033366),57,Linn,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,10.49,15.73,1,15.73,0.75,0.20
S10691700011,02/19/2013,3816,Swils,200 E OAK ST,RED OAK,51566,POINT (-95.230032 41.016691),69,Montgomery,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,17956,Evan Williams Str Bourbon,12,750,6.87,10.30,12,123.60,9.00,2.38
S29294800149,11/24/2015,4988,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,POINT (-92.429331 42.512766),07,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,1.56,2.34,4,9.36,0.80,0.21
S22866600015,12/10/2014,4197,Fareway Stores #014 / Sergeant Bluff,700  1ST ST,SERGEANT BLUFF,51054,POINT (-96.353078 42.400504),97,Woodbury,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S10153600045,01/21/2013,3943,Good and Quick Co,519 LINCOLNWAY,NEVADA,50201,POINT (-93.464816 42.022781),85,Story,1012100,CANADIAN WHISKIES,85,Brown-Forman Corporation,12466,Canadian Mist Whisky,12,750,5.44,8.15,2,16.30,1.50,0.40
S03759400173,01/25/2012,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41604,Uv Grape Vodka,12,750,6.22,9.33,1,9.33,0.75,0.20
S20872500024,08/26/2014,4291,Fareway Stores #597 / Creston,105 E ADAMS ST,CRESTON,50801,POINT (-94.237509 40.715722),88,Union,1031080,VODKA 80 PROOF,55,Sazerac North America,37937,Skol Vodka,12,1000,4.42,6.63,4,26.52,4.00,1.06
S27690100031,09/02/2015,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,Polk,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,9.00,13.50,12,162.00,9.00,2.38
S13002500079,06/25/2013,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,POINT (-94.853591 42.064155),14,Carroll,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55086,Paramount Blackberry Brandy,12,750,5.47,8.21,12,98.52,9.00,2.38
S21586500015,10/07/2014,4582,Pronto / Spirit Lake,"2402, 17th ST",SPIRIT LAKE,51360,POINT (-95.126585 43.42282),30,Dickinson,1062310,SPICED RUM,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.74,4.11,3,12.33,1.12,0.30
