Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S04317600009,02/29/2012,4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,POINT (-93.269702 41.386718),63,Marion,1062310,SPICED RUM,260,Diageo Americas,43333,Captain Morgan Spiced Rum Pet,48,200,2.00,3.00,3,9.00,0.60,0.16
S08543600002,10/24/2012,2961,Dahl's / Ep True / Wdm,5003 E P TRUE PARKWAY,WEST DES MOINES,50265,POINT (-93.772517 41.571897),77,Polk,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57125,Chi-Chi's Gold Margarita,6,1750,5.99,9.24,6,55.44,10.50,2.77
S24449700113,03/10/2015,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.697941 41.97447),57,Linn,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67522,Kahlua Coffee Liqueur Mini,12,500,6.60,9.90,1,9.90,0.50,0.13
S05058300045,04/16/2012,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,POINT (-91.529854 41.663541),52,Johnson,1041150,FLAVORED GINS,370,Pernod Ricard USA/Austin Nichols,33256,Seagrams Lime Twisted Gin,12,750,5.90,8.85,12,106.20,9.00,2.38
S13692200015,08/01/2013,4108,Oasis Grocery and Liquor /,2917 PAYNE,DES MOINES,50310,POINT (-93.658311 41.620075),77,Polk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34359,Grey Goose Vodka,12,200,4.86,7.29,12,87.48,2.40,0.63
S23852200005,02/04/2015,3584,L and M Beverage,1011 S FREDERICK M/A PO BX 572,OELWEIN,50662,,33,Fayette,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,1000,17.90,26.85,12,322.20,12.00,3.17
S04761100038,03/27/2012,3907,Smokin' Joe's #16 Tobacco and Liquor,1504 PARK AVE,MUSCATINE,52761,POINT (-91.030569 41.442458),70,Muscatine,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,7.53,11.30,1,11.30,0.75,0.20
S13234200019,07/08/2013,3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,,78,Pottawattamie,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42718,Malibu Coconut Rum,6,1750,15.99,23.99,6,143.94,10.50,2.77
S19011700007,05/19/2014,4051,Fareway Stores #639 / Maquoketa,110 WESTGATE DR,MAQUOKETA,52060,POINT (-90.680623 42.067391),49,Jackson,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20248,Old Crow,6,1750,9.44,14.16,6,84.96,10.50,2.77
S05805300032,05/30/2012,3785,Southside Tobacco and Liquor,2424 SW 9TH ST,DES MOINES,50315,POINT (-93.624729 41.56373),77,Polk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5289,J & B Rare Scotch,12,1000,14.98,22.47,2,44.94,2.00,0.53
S25187200022,04/21/2015,2602,Hy-Vee Food Store / Webster City,823  2ND ST,WEBSTER CITY,50595,POINT (-93.825486 42.469466),40,Hamilton,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55087,Paramount Blackberry Brandy,12,1000,6.53,9.80,12,117.60,12.00,3.17
S13550900060,07/24/2013,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,Polk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,4.96,7.44,10,74.40,6.00,1.59
S12433100006,05/28/2013,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,60,596.40,60.00,15.85
S28893400012,11/05/2015,4190,Fareway Stores #888 / Jefferson,1207 N ELM ST,JEFFERSON,50129,POINT (-94.377667 42.026833),37,Greene,1012200,SCOTCH WHISKIES,260,Diageo Americas,10006,Scoresby Rare Scotch,12,750,5.50,8.25,3,24.75,2.25,0.59
S12981800057,06/25/2013,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77,Polk,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.25,9.49,12,113.88,9.00,2.38
S29082400001,11/16/2015,4543,Casey's General Store #2924 / Marion,1100 EAGLE VIEW DR,MARION,52302,POINT (-91.553462 42.037621),57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.85,12,94.20,9.00,2.38
S10445300060,02/06/2013,2602,Hy-Vee Food Store / Webster City,823  2ND ST,WEBSTER CITY,50595,POINT (-93.825486 42.469466),40,Hamilton,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,1000,3.75,5.62,3,16.86,3.00,0.79
S23693600059,01/27/2015,2661,Hy-Vee Food Store / Sheldon,1989 PARK ST,SHELDON,51201,POINT (-95.831721 43.186038),71,O'Brien,1012100,CANADIAN WHISKIES,421,"Sazerac Co., Inc.",12888,Rich & Rare Canadian Whisky,6,1750,8.98,13.47,6,80.82,10.50,2.77
S28724200023,10/28/2015,4879,Sam's Mini Mart / Morningside Ave Si,4218 MORNINGSIDE AVE,SIOUX CITY,51106,POINT (-96.352851 42.47063),97,Woodbury,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,9.18,13.77,6,82.62,10.50,2.77
S17399500200,02/13/2014,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1011100,BLENDED WHISKIES,434,Luxco-St Louis,23276,Calvert Extra Bl Whiskey,12,750,5.25,7.87,3,23.61,2.25,0.59
S06235900050,06/25/2012,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,POINT (-93.876107 42.063831),08,Boone,1062310,SPICED RUM,259,Heaven Hill Brands,43025,Admiral Nelson Spiced Rum Traveler,12,750,5.77,8.66,12,103.92,9.00,2.38
S11721400108,04/18/2013,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82,Scott,1081200,CREAM LIQUEURS,260,Diageo Americas,68031,Bailey's Original Irish Cream Minis,4,1000,25.24,37.86,2,75.72,2.00,0.53
S13661800006,08/01/2013,4534,D & B Foods,141 W GILLET ST,PRESTON,52069,POINT (-90.39584400000001 42.050312),49,Jackson,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75214,Kinky Blue,12,750,10.00,15.00,6,90.00,4.50,1.19
S05407000036,05/07/2012,4105,Fareway Stores #426 / Nevada,1505 SOUTH B AVE,NEVADA,50201,POINT (-93.439899 42.009797),85,Story,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.01,16.52,1,16.52,1.75,0.46
S09066600002,11/19/2012,3003,Super Valu / Mark's,820 E. MAIN STREET,LAKE CITY,51449,POINT (-94.724867 42.267363),13,Calhoun,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.50,18.75,6,112.50,4.50,1.19
S13589700044,07/29/2013,3805,Washington Street Mini Mart,1601 WASHINGTON ST,DAVENPORT,52084,POINT (-90.665741 42.508947),82,Scott,1041150,FLAVORED GINS,370,Pernod Ricard USA/Austin Nichols,33282,Seagram's Pineapple Twisted,12,750,5.99,8.99,3,26.97,2.25,0.59
S13929500010,08/15/2013,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,12,1000,15.00,22.49,24,539.76,24.00,6.34
S12125100009,05/09/2013,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14TH ST,DES MOINES,50313,POINT (-93.600266 41.648602),77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.24,7.87,6,47.22,1.20,0.32
S08573500080,10/25/2012,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86807,Southern Comfort Bold Black Cherry,12,750,9.36,14.04,4,56.16,3.00,0.79
S17534500114,02/24/2014,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,POINT (-91.387797 40.400038),56,Lee,1012100,CANADIAN WHISKIES,421,"Sazerac Co., Inc.",11940,Canadian Hunter Rye,12,750,5.00,7.50,2,15.00,1.50,0.40
S10962700021,03/06/2013,3625,Wal-Mart 0892 / Ankeny,1002 SE NATIONAL DR,ANKENY,50021,POINT (-93.582348 41.70486400000001),77,Polk,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,13.28,19.92,6,119.52,10.50,2.77
S05973900058,06/11/2012,4442,A-TOWN LIQUOR STORE,212 10TH ST,ALTON,51003,POINT (-96.010058 42.987005),84,Sioux,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,80096,Dekuyper Signature Creme De Banana,12,750,5.25,7.87,2,15.74,1.50,0.40
S06867200077,07/31/2012,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,,91,Warren,1012100,CANADIAN WHISKIES,421,"Sazerac Co., Inc.",12888,Rich & Rare Canadian Whisky,6,1750,8.83,13.25,6,79.50,10.50,2.77
S27104000010,08/03/2015,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1012200,SCOTCH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",6997,Clan Macgregor Scotch,12,1000,6.66,9.99,2,19.98,2.00,0.53
S21397900141,09/24/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1031200,VODKA FLAVORED,260,Diageo Americas,40930,Smirnoff Grape Vodka,12,750,8.25,12.38,4,49.52,3.00,0.79
S20494200023,08/06/2014,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33,Fayette,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,9.14,13.71,6,82.26,10.50,2.77
S14088300093,08/26/2013,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,14.04,21.05,12,252.60,9.00,2.38
S16913600015,01/20/2014,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76488,Paramount Amaretto,6,1750,8.07,12.11,6,72.66,10.50,2.77
S06916600001,08/02/2012,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton,1012100,CANADIAN WHISKIES,260,Diageo Americas,11298,Crown Royal Canadian Whisky,6,1750,31.00,46.49,6,278.94,10.50,2.77
S05574200026,05/17/2012,3715,Kimberly Mart / Davenport,1714 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.550657 41.556966),82,Scott,1042100,IMPORTED DRY GINS,260,Diageo Americas,28865,Tanqueray Gin,24,375,6.90,10.35,2,20.70,0.75,0.20
S07490800063,08/31/2012,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.417783 42.519886),97,Woodbury,1042100,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28238,Bombay Sapphire Gin,6,1750,26.22,39.33,6,235.98,10.50,2.77
S14313100008,09/04/2013,2327,West Side Spirits,801 HULL ST,CORNING,50841,POINT (-94.74369200000001 40.990378),02,Adams,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.20,10.79,6,64.74,10.50,2.77
S16690100009,01/09/2014,3618,Wal-Mart 2716 / Cedar Rapids,3601 29TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.718042 41.949215),57,Linn,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52598,E & J Vs,6,1750,11.47,17.21,6,103.26,10.50,2.77
S25691100021,05/18/2015,3805,Washington Street Mini Mart,1601 WASHINGTON ST,DAVENPORT,52084,POINT (-90.665741 42.508947),82,Scott,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34359,Grey Goose Vodka,12,200,5.00,7.50,12,90.00,2.40,0.63
S17611400001,02/26/2014,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1062050,BARBADOS RUM,205,E AND J GALLO WINERY,42437,Shellback Silver,12,750,8.00,12.00,12,144.00,9.00,2.38
S17740000002,03/05/2014,4326,Stratford Food Center,829 SHAKESPEARE AVE,STRATFORD,50249,POINT (-93.92715 42.271302),40,Hamilton,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,85526,Dekuyper Signature Blue Curacao,12,750,5.25,7.87,2,15.74,1.50,0.40
S19591800007,06/18/2014,3928,Smokin' Joe's #12 Tobacco and Liquor,465 HWY 965 UNIT G,NORTH LIBERTY,52317,POINT (-91.60759 41.739524),52,Johnson,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82613,Dekuyper Hot Damn!,24,375,3.07,4.61,2,9.22,0.75,0.20
S16194100017,12/10/2013,4266,Wal-Mart 1683 / Shenandoah,705 S FREMONT,SHENANDOAH,51601,POINT (-95.385114 40.760282),73,Page,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,17.75,26.62,6,159.72,10.50,2.77
S19709500018,06/24/2014,4239,Fareway Stores #850 / Spirit Lake,1906 KEOKUK,SPIRIT LAKE,51360,POINT (-95.106219 43.42157),30,Dickinson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.00,2.38
S22487700005,11/19/2014,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,POINT (-91.530225 41.656031),52,Johnson,1011100,BLENDED WHISKIES,297,Laird And Company,23626,Five Star Pet,12,750,3.46,5.19,12,62.28,9.00,2.38
S21319200015,09/23/2014,3477,Sam's Club 6472 / Council Bluffs,3221 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847163 41.225208),78,Pottawattamie,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.75,23.63,12,283.56,12.00,3.17
S29069000028,11/16/2015,5077,Wal-Mart 3150 / Council Bluffs,1800 N 16TH ST,COUNCIL BLUFFS,51501,POINT (-95.867459 41.27737),78,Pottawattamie,1031080,VODKA 80 PROOF,461,Campari(skyy),37986,Skyy Vodka,12,750,10.01,15.02,12,180.24,9.00,2.38
S29341800026,11/30/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1081600,WHISKEY LIQUEUR,260,Diageo Americas,66203,Piehole Apple Pie,12,750,7.49,11.24,2,22.48,1.50,0.40
S14959700048,10/07/2013,4619,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,POINT (-91.32982400000002 40.63021),56,Lee,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69940,Rumple Minze Peppermint Mini,12,500,13.50,20.25,1,20.25,0.50,0.13
S14885300010,10/01/2013,3065,Montezuma Super Valu,201 S FRONT ST,MONTEZUMA,50171,POINT (-92.527248 41.584179),79,Poweshiek,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26586,Gentleman Jack,12,750,18.94,28.41,3,85.23,2.25,0.59
S27002400061,07/28/2015,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,Pottawattamie,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24156,Hawkeye Blend Whiskey,12,750,3.50,5.25,1,5.25,0.75,0.20
S20864500013,08/26/2014,4945,Osage Liquors,"508, MAIN ST",OSAGE,50461,POINT (-92.814028 43.284116),66,Mitchell,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,1,43.04,1.75,0.46
INV-08056300012,10/17/2017,5151,IDA Liquor,"500, Hwy 175",Ida Grove,51445,,47,IDA,1031100,American Vodkas,055,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.50,2.77
S14370000019,09/05/2013,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,,77,Polk,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,18046,Evan Williams Green Label,12,750,4.38,6.57,12,78.84,9.00,2.38
S19921400015,07/03/2014,4349,Southside Food Mart,1101 ARMY POST RD,DES MOINES,50315,POINT (-93.628783 41.526511),77,Polk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52598,E & J Vs,6,1750,11.83,17.75,6,106.50,10.50,2.77
S19356000018,06/04/2014,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,Wapello,1011300,TENNESSEE WHISKIES,260,Diageo Americas,26656,George Dickel #12,12,750,13.00,19.49,12,233.88,9.00,2.38
S28152300001,09/28/2015,3521,Ameristar Casino / Council Bluffs,2200 RIVER ROAD,COUNCIL BLUFFS,51501,POINT (-95.909384 41.242291),78,Pottawattamie,1011200,STRAIGHT BOURBON WHISKIES,297,Laird And Company,18408,G & W Bourbon,6,1750,9.23,13.85,6,83.10,10.50,2.77
S22341100001,11/13/2014,3678,"Smoke Shop, The",1918 SE 14TH ST,DES MOINES,50320,POINT (-93.597011 41.570844),77,Polk,1081200,CREAM LIQUEURS,330,Gemini Spirits,80458,Ryan's Cream Liqueur,6,1750,10.54,16.31,6,97.86,10.50,2.77
S08502200004,10/23/2012,4272,Fareway Stores #407 / Esterville,1108 CENTRAL AVE,ESTHERVILLE,51334,POINT (-94.829963 43.402096),32,Emmet,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36978,Nikolai Vodka,6,1750,6.87,10.30,24,247.20,42.00,11.10
S05628200025,05/21/2012,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97,Woodbury,1071100,AMERICAN COCKTAILS,35,"Bacardi U.S.A., Inc.",56850,Bacardi Party Drinks Bahama Mama,6,1750,6.98,10.47,6,62.82,10.50,2.77
S25448400005,05/05/2015,3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,POINT (-93.581201 41.708563),77,Polk,1071100,AMERICAN COCKTAILS,395,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,8.20,12.30,6,73.80,10.50,2.77
S18175100042,04/01/2014,3691,Target Store T-1791 / Urbandale,11148 PLUM DR,URBANDALE,50322,POINT (-93.769776 41.646972),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43036,Bacardi Gold Rum,12,750,7.54,11.31,12,135.72,9.00,2.38
S14416100015,09/09/2013,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14TH ST,DES MOINES,50315,,77,Polk,1031100,100 PROOF VODKA,260,Diageo Americas,39866,Smirnoff Vodka 100 Prf,12,750,8.75,13.13,12,157.56,9.00,2.38
S05525700153,05/14/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1022100,TEQUILA,434,Luxco-St Louis,87937,Juarez Tequila Silver,12,1000,6.67,10.00,12,120.00,12.00,3.17
S22749500003,12/04/2014,4941,Kum & Go #170 / Urbandale,6990 DOUGLAS AVE,URBANDALE,50322,POINT (-93.711902 41.629415),77,Polk,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31656,Paramount Gin,12,750,3.40,5.10,12,61.20,9.00,2.38
S17526400012,02/24/2014,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67528,Kahlua Coffee Liqueur,6,1750,20.75,32.99,6,197.94,10.50,2.77
S08813800013,11/07/2012,3705,Liquor Locker,507 1ST AVE #100,ROCK RAPIDS,51246,,60,Lyon,1081200,CREAM LIQUEURS,260,Diageo Americas,68306,Emmets Irish Cream Liqueur,12,750,6.00,8.99,12,107.88,9.00,2.38
S17058200001,01/28/2014,4812,Liquor Beer & Tobacco Outlet / Charl,1908 CLARK ST,CHARLES CITY,50616,POINT (-92.661881 43.05913400000001),34,Floyd,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,86796,Southern Host Whiskey Liqueur,12,750,5.37,8.05,12,96.60,9.00,2.38
S15051000147,10/09/2013,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.25,9.63,3,28.89,2.25,0.59
S09116700026,11/26/2012,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,41076,Jeremiah Weed Sweet Tea Vodka,12,750,9.65,14.47,4,57.88,3.00,0.79
S20618500027,08/12/2014,4360,Kum & Go #333 / Newton,405 1ST AVE E,NEWTON,50208,POINT (-93.049443 41.699578),50,Jasper,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,9.06,13.59,2,27.18,1.00,0.26
S06441300005,07/06/2012,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77,Polk,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57125,Chi-Chi's Gold Margarita,6,1750,5.99,9.24,6,55.44,10.50,2.77
S24929500143,04/08/2015,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),07,Black Hawk,1022100,TEQUILA,370,Pernod Ricard USA/Austin Nichols,88183,Olmeca Altos Plata Mini,12,500,6.60,9.90,1,9.90,0.50,0.13
S21192300129,09/15/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081200,CREAM LIQUEURS,305,MHW Ltd,80487,Tippy Cow Vanilla Soft Serve,6,750,10.00,15.00,6,90.00,4.50,1.19
S03436200098,01/04/2012,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,POINT (-93.562106 41.600564),77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,41901,Ursus Blue Raspberry Vodka,12,750,5.48,8.22,1,8.22,0.75,0.20
S24092200001,02/18/2015,3928,Smokin' Joe's #12 Tobacco and Liquor,465 HWY 965 UNIT G,NORTH LIBERTY,52317,POINT (-91.60759 41.739524),52,Johnson,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64711,Ciroc Peach,12,375,9.25,13.88,2,27.76,0.75,0.20
S08896400008,11/13/2012,4355,Kum & Go #124 / Story City,1554 BROAD ST,STORY CITY,50248,POINT (-93.57573 42.187733),85,Story,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.50,21.74,6,130.44,10.50,2.77
S19378000057,06/05/2014,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,,52,Johnson,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,7.92,11.88,3,35.64,1.80,0.48
S16302500113,12/16/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,6.52,9.78,24,234.72,9.00,2.38
S25165900068,04/20/2015,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.50,14.25,24,342.00,24.00,6.34
S27567100010,08/27/2015,4419,KUM & GO #4 / LAMONI,2091 E MAIN ST,LAMONI,50140,POINT (-93.896684 40.623454),27,Decatur,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19064,Jim Beam,24,375,4.98,7.47,4,29.88,1.50,0.40
S19936500026,07/07/2014,4083,Fareway Stores #909 / Ankeny,109 SE ORALABOR RD,ANKENY,50021,POINT (-93.59949600000002 41.702811),77,Polk,1041150,FLAVORED GINS,370,Pernod Ricard USA/Austin Nichols,33256,Seagrams Lime Twisted Gin,12,750,6.49,9.74,4,38.96,3.00,0.79
S05345000018,05/02/2012,4614,Urban Liquor,6401 DOUGLAS AVE ste 1,URBANDALE,50322,POINT (-93.705732 41.629411),77,Polk,1032200,IMPORTED VODKA - MISC,115,"Constellation Wine Company, Inc.",34823,Svedka Clementine Vodka,12,750,6.97,10.95,1,10.95,0.75,0.20
S13865500004,08/13/2013,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,Dallas,1012300,IRISH WHISKIES,330,Gemini Spirits,15572,Concannon,6,750,10.00,15.00,6,90.00,4.50,1.19
S08033700018,10/01/2012,4107,Fareway Stores #384 / Boone,1711 HAWKEYE DR,BOONE,50036,POINT (-93.867439 42.037347),08,Boone,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.20,12.30,6,73.80,10.50,2.77
S13194900061,07/04/2013,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,POINT (-91.605094 42.033366),57,Linn,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65253,Jagermeister Liqueur,48,200,3.50,5.26,2,10.52,0.40,0.11
